영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
뮤지컬 더 데빌 2018,조윤수,씨제이 씨지브이(CJ CGV)(주),,씨제이 씨지브이(CJ CGV)(주),2023-05-10,개봉영화,장편,한국,10,9894500,504,7274500,373,공연,15세이상관람가,일반영화
제비,이송희일,(주)시네마달,,(주)시네마달,2023-04-12,개봉영화,장편,한국,28,4121500,492,186000,38,드라마,15세이상관람가,독립/예술영화
차별,"김지운,김도희",이스크라21,,(주)디오시네마,2023-03-22,개봉영화,장편,한국,24,3784000,439,818000,135,다큐멘터리,전체관람가,독립/예술영화
경미의 세계,구지현,한국예술종합학교 미디어콘텐츠센터,,트윈플러스파트너스(주),2023-09-20,개봉영화,장편,한국,13,3009878,390,2075878,266,드라마,12세이상관람가,독립/예술영화
군산전기,"문승욱,유예진",제니필름,,주식회사 블루필름웍스,2023-07-06,개봉영화,장편,한국,9,3024850,360,395500,45,다큐멘터리,전체관람가,독립/예술영화
신입사원: 더 무비,김조광수,청년필름(주),,(주)나인플래너스,2023-08-03,개봉영화,장편,한국,1,3146000,356,3146000,356,멜로/로맨스,15세이상관람가,독립/예술영화
불멸의 여자,최종태,주식회사 영화사소요,,"(주)드림팩트엔터테인먼트,(주)아크메",2023-04-05,개봉영화,장편,한국,22,770000,325,635000,295,드라마,15세이상관람가,독립/예술영화
살롱 드 서울,이자민,,,주식회사 씨엠닉스,2023-06-21,개봉영화,장편,한국,7,2655750,311,929150,93,기타,15세이상관람가,독립/예술영화
손,최윤호,(주)알투디투스튜디오,,(주)이놀미디어,2023-06-21,개봉영화,장편,한국,10,2984055,305,2209827,221,공포(호러),15세이상관람가,일반영화
장기자랑,이소현,영화사 연필,,(주)영화사 진진,2023-04-05,개봉영화,장편,한국,57,1889000,261,653000,68,다큐멘터리,12세이상관람가,독립/예술영화
두다다쿵: 후후섬의 비밀,"최병선,김지윤",아이스크림 스튜디오(주),,(주)넥스트엔터테인먼트월드(NEW),2023-02-15,개봉영화,장편,한국,514,1457000,220,0,0,애니메이션,전체관람가,일반영화
뮤지컬 앨리스,윤상원,한국문화예술위원회,,주식회사 푸른잎커뮤니케이션,2023-06-21,개봉영화,장편,한국,6,1997500,200,1077500,108,공연,12세이상관람가,일반영화
그대 어이가리,이창열,(주)영화사 순수,,(주)영화사 순수,2023-03-08,개봉영화,장편,한국,82,947000,187,0,0,드라마,12세이상관람가,독립/예술영화
뮤지컬 호프,조윤수,씨제이 씨지브이(CJ CGV)(주),,씨제이 씨지브이(CJ CGV)(주),2023-05-11,개봉영화,장편,한국,9,3580000,182,1540000,80,공연,12세이상관람가,일반영화
봉태리,박정례,(주)보더레스랩,,(주)보더레스랩,2023-10-11,개봉영화,장편,한국,21,1848500,178,371000,31,멜로/로맨스,12세이상관람가,독립/예술영화
튤립 모양,양윤모,(주)삼거리픽쳐스,,(주)삼거리픽쳐스,2023-04-19,개봉영화,장편,한국,31,1290000,169,829500,100,드라마,12세이상관람가,독립/예술영화
소울메이트,민용근,"클라이맥스 스튜디오(주),(주)앤드마크,(주)스튜디오앤뉴,(주)키이스트",,(주)넥스트엔터테인먼트월드(NEW),2023-03-15,개봉영화,장편,한국,749,1360512,154,1360512,154,드라마,12세이상관람가,일반영화
뮤지컬 청춘소음,우진하,한국문화예술위원회,,주식회사 푸른잎커뮤니케이션,2023-06-07,개봉영화,장편,한국,7,2899500,145,1820000,91,공연,12세이상관람가,일반영화
레이디,오성수,(주)크리허브,,주식회사 씨엠닉스,2023-07-26,개봉영화,장편,한국,3,541300,143,200000,100,드라마,15세이상관람가,독립/예술영화
흐르다,김현정,영화문,,M&M 인터내셔널,2023-03-29,개봉영화,장편,한국,43,865500,126,45000,6,드라마,12세이상관람가,독립/예술영화
멍뭉이,김주환,"(주)와이웍스엔터테인먼트,(주)돈키호테엔터테인먼트",,(주)키다리스튜디오,2023-03-01,개봉영화,장편,한국,649,840000,120,840000,120,드라마,전체관람가,일반영화
그 노래,오성수,"에스지엔터테인먼트(주),주식회사 씨엠닉스",,주식회사 씨엠닉스,2023-08-16,개봉영화,장편,한국,5,890300,106,450800,38,드라마,12세이상관람가,독립/예술영화
낭만적 공장,조은성,크랭크업필름(주),,(주)영화사오원,2023-04-19,개봉영화,장편,한국,27,975000,105,546000,52,멜로/로맨스,15세이상관람가,독립/예술영화
육지것들,이황,,,주식회사 씨엠닉스,2023-06-08,개봉영화,장편,한국,5,980850,93,672350,63,코미디,15세이상관람가,독립/예술영화
여섯 개의 밤,최창환,"(주)컬쳐플랫폼,매치컷(주)",,㈜인디스토리,2023-03-29,개봉영화,장편,한국,34,558500,92,84000,18,드라마,12세이상관람가,독립/예술영화
캐리 러브콘서트 케이팝,이미리,(주)캐리소프트,,씨제이 씨지브이(CJ CGV)(주),2023-04-20,개봉영화,장편,한국,27,890300,85,72500,10,공연,전체관람가,일반영화
카운트,권혁재,"(주)필름케이,(주)26컴퍼니",,(주)씨제이이엔엠,2023-02-22,개봉영화,장편,한국,946,500000,80,500000,80,드라마,12세이상관람가,일반영화
김재훈의 피.엔.오,김재훈,한국문화예술위원회,,주식회사 푸른잎커뮤니케이션,2023-06-14,개봉영화,장편,한국,5,779500,78,370000,37,공연,전체관람가,일반영화
남자는 처음을 원하고 여자는 마지막을 원한다,이현준,연결고리컴퍼니(주),,(주)스토리제이,2023-05-18,개봉영화,장편,한국,6,496000,69,208000,21,멜로/로맨스,12세이상관람가,독립/예술영화
오늘 출가합니다,김성환,미러볼 스튜디오,,(주)트리플픽쳐스,2023-04-05,개봉영화,장편,한국,20,439000,67,0,0,드라마,12세이상관람가,독립/예술영화
2퍼센트,문신구,엠에스케이컨텐츠,,시네마 뉴원,2023-04-27,개봉영화,장편,한국,8,485500,65,228000,21,드라마,12세이상관람가,독립/예술영화
엘 카미노,손미나,씨제이 씨지브이(CJ CGV)(주),,"씨제이 씨지브이(CJ CGV)(주),CGV ICECON",2023-03-29,개봉영화,장편,한국,34,515000,48,425000,40,다큐멘터리,전체관람가,일반영화
희수,감정원,영화사 정원,,영화사 정원,2022-12-15,개봉영화,장편,한국,5,348000,44,0,0,드라마,12세이상관람가,독립/예술영화
나의 형수님,,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2023-09-01,개봉영화,장편,한국,5,236000,41,0,0,성인물(에로),청소년관람불가,일반영화
바람난 형수님 참교육,,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2023-10-06,개봉영화,장편,한국,5,226000,41,0,0,성인물(에로),청소년관람불가,일반영화
사위면접,김덕,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2023-07-07,개봉영화,장편,한국,5,236000,41,0,0,성인물(에로),청소년관람불가,일반영화
짱친 친구엄마,두유휘,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2023-08-04,개봉영화,장편,한국,5,236000,41,0,0,성인물(에로),청소년관람불가,일반영화
낭만여행,박동기,낭만필름,,(주)콘텐츠윙,2023-08-06,개봉영화,장편,한국,1,435000,40,435000,40,코미디,15세이상관람가,일반영화
내 아내가 팔려갔습니다,두유휘,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2023-06-02,개봉영화,장편,한국,5,192000,32,0,0,성인물(에로),청소년관람불가,일반영화
X같은 상사의 연하 와이프,포스타,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2023-05-03,개봉영화,장편,한국,5,192000,32,0,0,성인물(에로),청소년관람불가,일반영화
탑,홍상수,(주)영화제작전원사,,"(주)영화제작전원사 ,(주)콘텐츠판다",2022-11-03,개봉영화,장편,한국,57,258000,31,258000,31,드라마,15세이상관람가,독립/예술영화
하얀봄,최진아,한국문화예술위원회,,주식회사 푸른잎커뮤니케이션,2023-07-05,개봉영화,장편,한국,5,297000,30,200000,20,공연,15세이상관람가,일반영화
보이지 않아,천세환,"주식회사 아웃런브라더스픽처스,주식회사 퍼니필름",,(주)무비다이브,2023-04-19,개봉영화,장편,한국,29,208500,27,146500,18,드라마,12세이상관람가,일반영화
거미줄 (악어와 악어새),김문옥,스마일픽쳐스,,스마일픽쳐스,2023-07-06,개봉영화,장편,한국,1,250000,25,250000,25,드라마,15세이상관람가,일반영화
가정부와 비밀 정사,핑마,와이제이스토리,,와이제이스토리,2023-05-31,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
거래처와 여직원 교환 섹스,핑마,와이제이스토리,,와이제이스토리,2023-05-02,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
관음 버라이어티 베이글녀의 사생활,서필벅,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-05-26,개봉영화,장편,한국,1,100000,20,100000,20,성인물(에로),청소년관람불가,일반영화
남편 상사에게 몸으로 내조하는 아내,핑마,와이제이스토리,,와이제이스토리,2023-05-03,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
내 입에 딱 맞는 조개,박영순,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-06-15,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
대물에 놀아난 여자,김연희,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-05-04,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
뜨거운 여자들,변기주,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-05-18,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
마사지 퀵맨,김도현,(주)뮤직엔닷컴,,(주)뮤직엔닷컴,2023-05-26,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
물이 흥건한 외로운 조개,정순진,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-06-01,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
부녀회장 아줌마의 아찔한 속살,김연희,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-05-19,개봉영화,장편,한국,1,100000,20,100000,20,성인물(에로),청소년관람불가,일반영화
불쌍해서 넣게 해준 오빠 대물,오덕희,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-05-18,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
섹스는 언제든지 좋아,남근만,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-05-26,개봉영화,장편,한국,1,100000,20,100000,20,성인물(에로),청소년관람불가,일반영화
섹스로 길들여진 여대생,이헌국,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-06-08,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
여대생 속살 맛보는 선배님,김춘두,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-05-25,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
자랑하고 싶은 거유 여친,김선아,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-05-19,개봉영화,장편,한국,1,100000,20,100000,20,성인물(에로),청소년관람불가,일반영화
잘 세워주는 식모 누나,박응덕,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-05-11,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
정복당한 누나,조오돈,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-06-15,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
젖어있는 친구 누나,송성관,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-06-01,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
죽어도 꼭 한번 넣고 싶은 글래머,김연희,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-05-04,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
처음부터 젖어버린 숫처녀,정하국,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-05-11,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
친구 대물 맛보는 아내,김광희,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-06-08,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
한 맺힌 처녀의 넘치는 봇물,차은유,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-05-25,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
1대1 밀착 홈트 후 뜨거운 정사,핑마,와이제이스토리,,와이제이스토리,2023-05-30,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
맛있는 외도:몰래 하는 섹스,핑마,와이제이스토리,,와이제이스토리,2023-10-31,개봉영화,장편,한국,1,100000,16,0,0,,청소년관람불가,일반영화
찬란한 나의 복수,임성운,"주식회사 고래픽처스,시금치 픽쳐스",,영화배급협동조합 씨네소파,2023-03-29,개봉영화,장편,한국,59,96800,15,0,0,드라마,15세이상관람가,독립/예술영화
비더원: 비퍼스트 더 무비,"오윤동,김하민",씨제이포디플렉스 주식회사,,씨제이포디플렉스 주식회사,2023-10-11,개봉영화,장편,한국,2,154000,7,154000,7,기타,전체관람가,일반영화
남의 아내 길들이기,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2023-06-09,개봉영화,장편,한국,5,25000,5,0,0,성인물(에로),청소년관람불가,일반영화
다른 구멍,이타치,파랑새미디어,,(주)영진크리에이티브,2023-05-05,개봉영화,장편,한국,5,25000,5,0,0,성인물(에로),청소년관람불가,일반영화
마사지사 예라의 끝내주는 손기술:한 번에 두 발,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2023-08-11,개봉영화,장편,한국,5,25000,5,0,0,성인물(에로),청소년관람불가,일반영화
속 깊은 형수,윤준세,,,(주)영진크리에이티브,2023-10-13,개봉영화,장편,한국,5,25000,5,0,0,멜로/로맨스,청소년관람불가,일반영화
예비형수 맛보기,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2023-07-14,개봉영화,장편,한국,5,25000,5,0,0,성인물(에로),청소년관람불가,일반영화
자위책방：한 남자 두 여자,전일만,(주)영진크리에이티브,,(주)영진크리에이티브,2023-09-08,개봉영화,장편,한국,5,25000,5,0,0,멜로/로맨스,청소년관람불가,일반영화
거친 섹스의 두 가지 맛,윤수현,이야픽쳐스,,(주)가온콘텐츠,2023-05-04,개봉영화,장편,한국,1,12000,2,0,0,성인물(에로),청소년관람불가,일반영화
