,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,director_rank,gr_rank,dis_rank,영화형태_단편,영화형태_옴니버스,영화형태_장편,영화구분_독립/예술영화,영화구분_일반영화,등급_12세이상관람가,등급_15세이상관람가,"등급_연소자관람불가,청소년관람불가",등급_전체관람가,등급_청소년관람불가
455,33,31290883.0,3658,17494333,1991,440.0,15.0,104.0,0,0,1,1,0,0,0,0,1,0
456,36,29741100.0,3326,21484861,2282,445.0,9.0,159.0,0,0,1,1,0,1,0,0,0,0
457,16,19877000.0,3304,4814000,803,394.0,10.0,144.0,0,0,1,0,1,0,0,0,1,0
458,52,29529412.0,3302,16957856,1879,450.0,4.0,101.0,0,0,1,1,0,0,1,0,0,0
459,47,30044290.0,3158,23086990,2387,382.0,9.0,138.0,0,0,1,1,0,1,0,0,0,0
460,34,24610082.0,2943,14309082,1515,386.0,7.0,139.0,0,1,0,1,0,0,0,0,1,0
461,181,24575067.0,2694,4994800,487,479.0,10.0,133.0,0,0,1,1,0,0,0,0,1,0
462,21,48225500.0,2412,27647000,1383,412.0,16.0,136.0,0,0,1,0,1,0,0,0,1,0
463,26,22619406.0,2359,14625928,1435,418.0,15.0,120.0,0,0,1,1,0,1,0,0,0,0
464,20,16574800.0,2357,9703500,1374,419.0,15.0,118.0,0,0,1,1,0,0,0,0,1,0
465,42,18906045.0,2160,13595906,1473,473.0,19.0,88.0,0,0,1,1,0,1,0,0,0,0
466,34,21235800.0,2084,10589200,1029,52.0,9.0,43.0,0,0,1,0,1,0,0,0,1,0
467,45,14933750.0,2005,11607750,1611,437.0,2.0,140.0,0,0,1,1,0,0,0,0,0,1
468,59,18698500.0,1905,13547400,1364,511.0,15.0,146.0,0,0,1,1,0,1,0,0,0,0
469,10,21566949.0,1799,10715099,905,499.0,9.0,163.0,0,0,1,0,1,0,1,0,0,0
470,146,41676000.0,1737,18235500,760,139.0,16.0,39.0,0,0,1,0,1,0,0,0,1,0
471,10,9213600.0,1608,5331100,999,523.0,9.0,165.0,0,0,1,1,0,1,0,0,0,0
472,829,8913400.0,1429,485900,53,95.0,7.0,43.0,0,0,1,0,1,0,1,0,0,0
473,54,13274613.0,1357,7448159,728,488.0,8.0,95.0,0,0,1,0,1,0,0,0,0,1
474,26,11297550.0,1319,6707250,728,482.0,18.0,171.0,0,0,1,1,0,1,0,0,0,0
475,36,11959927.0,1284,8596500,919,459.0,2.0,92.0,0,0,1,0,1,0,0,0,0,1
476,48,10943283.0,1147,5369927,555,488.0,8.0,95.0,0,0,1,0,1,0,0,0,0,1
477,21,10518223.0,1147,8718467,893,572.0,9.0,204.0,0,0,1,1,0,1,0,0,0,0
478,27,13850500.0,1134,6117000,453,504.0,16.0,43.0,0,0,1,0,1,0,0,0,1,0
479,9,22543000.0,1128,15780000,789,505.0,16.0,227.0,0,0,1,0,1,1,0,0,0,0
480,16,8435856.0,1091,6876356,749,476.0,9.0,163.0,0,0,1,1,0,0,0,0,1,0
481,1,21027000.0,906,14809000,594,531.0,16.0,88.0,0,0,1,0,1,0,0,0,1,0
482,17,6927200.0,856,3994900,473,608.0,15.0,158.0,0,0,1,1,0,0,0,0,1,0
483,236,6707200.0,756,3144000,294,327.0,10.0,71.0,0,0,1,0,1,0,0,0,1,0
484,29,6533500.0,718,4726500,465,554.0,7.0,163.0,0,0,1,0,1,1,0,0,0,0
485,61,5943500.0,686,4771500,528,382.0,9.0,138.0,0,0,1,1,0,1,0,0,0,0
486,12,5396000.0,629,4078700,440,642.0,13.0,96.0,0,0,1,1,0,1,0,0,0,0
487,14,8877000.0,592,7182000,479,568.0,9.0,43.0,0,0,1,0,1,1,0,0,0,0
488,42,4190000.0,528,2503000,300,475.0,9.0,166.0,0,0,1,1,0,0,1,0,0,0
489,10,10268500.0,526,7429500,384,443.0,16.0,43.0,0,0,1,0,1,0,1,0,0,0
490,7,3616800.0,507,2746500,354,589.0,3.0,163.0,0,0,1,1,0,0,0,0,1,0
491,10,9894500.0,504,7274500,373,443.0,16.0,43.0,0,0,1,0,1,0,1,0,0,0
492,28,4121500.0,492,186000,38,483.0,9.0,118.0,0,0,1,1,0,0,1,0,0,0
493,24,3784000.0,439,818000,135,514.0,15.0,182.0,0,0,1,1,0,0,0,0,1,0
494,13,3009878.0,390,2075878,266,621.0,9.0,71.0,0,0,1,1,0,1,0,0,0,0
495,9,3024850.0,360,395500,45,629.0,15.0,191.0,0,0,1,1,0,0,0,0,1,0
496,1,3146000.0,356,3146000,356,395.0,18.0,225.0,0,0,1,1,0,0,1,0,0,0
497,22,770000.0,325,635000,295,177.0,9.0,210.0,0,0,1,1,0,0,1,0,0,0
498,7,2655750.0,311,929150,93,647.0,14.0,239.0,0,0,1,1,0,0,1,0,0,0
499,10,2984055.0,305,2209827,221,523.0,12.0,165.0,0,0,1,0,1,0,1,0,0,0
500,57,1889000.0,261,653000,68,393.0,15.0,104.0,0,0,1,1,0,1,0,0,0,0
501,514,1457000.0,220,0,0,125.0,10.0,8.0,0,0,1,0,1,0,0,0,1,0
502,6,1997500.0,200,1077500,108,678.0,16.0,227.0,0,0,1,0,1,1,0,0,0,0
503,82,947000.0,187,0,0,356.0,9.0,129.0,0,0,1,1,0,1,0,0,0,0
504,9,3580000.0,182,1540000,80,443.0,16.0,43.0,0,0,1,0,1,1,0,0,0,0
505,21,1848500.0,178,371000,31,715.0,18.0,257.0,0,0,1,1,0,1,0,0,0,0
506,31,1290000.0,169,829500,100,590.0,9.0,207.0,0,0,1,1,0,1,0,0,0,0
507,749,1360512.0,154,1360512,154,104.0,9.0,8.0,0,0,1,0,1,1,0,0,0,0
508,7,2899500.0,145,1820000,91,691.0,16.0,227.0,0,0,1,0,1,1,0,0,0,0
509,3,541300.0,143,200000,100,697.0,9.0,239.0,0,0,1,1,0,0,1,0,0,0
510,43,865500.0,126,45000,6,464.0,9.0,178.0,0,0,1,1,0,1,0,0,0,0
511,649,840000.0,120,840000,120,111.0,9.0,29.0,0,0,1,0,1,0,0,0,1,0
512,5,890300.0,106,450800,38,697.0,9.0,239.0,0,0,1,1,0,1,0,0,0,0
513,27,975000.0,105,546000,52,326.0,18.0,153.0,0,0,1,1,0,0,1,0,0,0
514,5,980850.0,93,672350,63,712.0,7.0,239.0,0,0,1,1,0,0,1,0,0,0
515,34,558500.0,92,84000,18,530.0,9.0,135.0,0,0,1,1,0,1,0,0,0,0
516,27,890300.0,85,72500,10,622.0,16.0,43.0,0,0,1,0,1,0,0,0,1,0
517,946,500000.0,80,500000,80,83.0,9.0,6.0,0,0,1,0,1,1,0,0,0,0
518,5,779500.0,78,370000,37,146.0,16.0,227.0,0,0,1,0,1,0,0,0,1,0
519,6,496000.0,69,208000,21,722.0,18.0,189.0,0,0,1,1,0,1,0,0,0,0
520,20,439000.0,67,0,0,331.0,9.0,101.0,0,0,1,1,0,1,0,0,0,0
521,8,485500.0,65,228000,21,675.0,9.0,163.0,0,0,1,1,0,1,0,0,0,0
522,34,515000.0,48,425000,40,321.0,15.0,107.0,0,0,1,0,1,0,0,0,1,0
523,5,348000.0,44,0,0,664.0,9.0,234.0,0,0,1,1,0,1,0,0,0,0
526,5,236000.0,41,0,0,758.0,20.0,279.0,0,0,1,0,1,0,0,0,0,1
527,5,236000.0,41,0,0,759.0,20.0,279.0,0,0,1,0,1,0,0,0,0,1
528,1,435000.0,40,435000,40,706.0,7.0,243.0,0,0,1,0,1,0,1,0,0,0
529,5,192000.0,32,0,0,759.0,20.0,279.0,0,0,1,0,1,0,0,0,0,1
530,5,192000.0,32,0,0,765.0,20.0,279.0,0,0,1,0,1,0,0,0,0,1
531,57,258000.0,31,258000,31,382.0,9.0,138.0,0,0,1,1,0,0,1,0,0,0
532,5,297000.0,30,200000,20,767.0,16.0,227.0,0,0,1,0,1,0,1,0,0,0
533,29,208500.0,27,146500,18,600.0,9.0,213.0,0,0,1,0,1,1,0,0,0,0
534,1,250000.0,25,250000,25,734.0,9.0,272.0,0,0,1,0,1,0,1,0,0,0
535,1,100000.0,20,0,0,857.0,20.0,287.0,0,0,1,0,1,0,0,0,0,1
536,1,100000.0,20,0,0,857.0,20.0,287.0,0,0,1,0,1,0,0,0,0,1
537,1,100000.0,20,100000,20,865.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
538,1,100000.0,20,0,0,857.0,20.0,287.0,0,0,1,0,1,0,0,0,0,1
539,1,100000.0,20,0,0,814.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
540,1,100000.0,20,0,0,800.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
541,1,100000.0,20,0,0,820.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
542,1,100000.0,20,0,0,855.0,20.0,282.0,0,0,1,0,1,0,0,0,0,1
543,1,100000.0,20,0,0,783.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
544,1,100000.0,20,100000,20,800.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
545,1,100000.0,20,0,0,798.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
546,1,100000.0,20,100000,20,866.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
547,1,100000.0,20,0,0,806.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
548,1,100000.0,20,0,0,808.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
549,1,100000.0,20,100000,20,781.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
550,1,100000.0,20,0,0,815.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
551,1,100000.0,20,0,0,805.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
552,1,100000.0,20,0,0,782.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
553,1,100000.0,20,0,0,800.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
554,1,100000.0,20,0,0,795.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
555,1,100000.0,20,0,0,817.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
556,1,100000.0,20,0,0,785.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
557,1,100000.0,20,0,0,857.0,20.0,287.0,0,0,1,0,1,0,0,0,0,1
559,59,96800.0,15,0,0,457.0,9.0,177.0,0,0,1,1,0,0,1,0,0,0
560,2,154000.0,7,154000,7,861.0,14.0,61.0,0,0,1,0,1,0,0,0,1,0
561,5,25000.0,5,0,0,856.0,20.0,289.0,0,0,1,0,1,0,0,0,0,1
562,5,25000.0,5,0,0,875.0,20.0,289.0,0,0,1,0,1,0,0,0,0,1
563,5,25000.0,5,0,0,856.0,20.0,289.0,0,0,1,0,1,0,0,0,0,1
564,5,25000.0,5,0,0,856.0,18.0,289.0,0,0,1,0,1,0,0,0,0,1
565,5,25000.0,5,0,0,856.0,20.0,289.0,0,0,1,0,1,0,0,0,0,1
566,5,25000.0,5,0,0,884.0,18.0,289.0,0,0,1,0,1,0,0,0,0,1
567,1,12000.0,2,0,0,888.0,20.0,267.0,0,0,1,0,1,0,0,0,0,1
568,1,12000.0,2,0,0,888.0,20.0,267.0,0,0,1,0,1,0,0,0,0,1
569,1,12000.0,2,0,0,888.0,20.0,267.0,0,0,1,0,1,0,0,0,0,1
570,23,4000.0,2,0,0,544.0,15.0,190.0,0,0,1,1,0,0,0,0,1,0
571,1,6000.0,1,0,0,848.0,20.0,265.0,0,0,1,0,1,0,0,0,0,1
572,1,6000.0,1,0,0,908.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
573,1,6000.0,1,0,0,884.0,18.0,289.0,0,0,1,0,1,0,0,0,0,1
577,1,6000.0,1,0,0,939.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
579,1,6000.0,1,0,0,897.0,20.0,293.0,0,0,1,0,1,0,0,0,0,1
581,1,6000.0,1,0,0,855.0,20.0,282.0,0,0,1,0,1,0,0,0,0,1
582,1,6000.0,1,0,0,888.0,20.0,267.0,0,0,1,0,1,0,0,0,0,1
583,1,6000.0,1,0,0,888.0,20.0,267.0,0,0,1,0,1,0,0,0,0,1
584,1,6000.0,1,0,0,856.0,20.0,289.0,0,0,1,0,1,0,0,0,0,1
587,1,6000.0,1,0,0,865.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
589,1,6000.0,1,0,0,848.0,20.0,265.0,0,0,1,0,1,0,0,0,0,1
590,1,6000.0,1,0,0,852.0,20.0,268.0,0,0,1,0,1,0,0,0,0,1
591,1,6000.0,1,0,0,888.0,20.0,267.0,0,0,1,0,1,0,0,0,0,1
592,1,6000.0,1,0,0,888.0,20.0,267.0,0,0,1,0,1,0,0,0,0,1
593,1,6000.0,1,0,0,888.0,20.0,267.0,0,0,1,0,1,0,0,0,0,1
595,1,6000.0,1,0,0,851.0,20.0,290.0,0,0,1,0,1,0,0,0,0,1
596,1,6000.0,1,0,0,856.0,20.0,289.0,0,0,1,0,1,0,0,0,0,1
597,1,6000.0,1,0,0,1001.0,20.0,286.0,0,0,1,0,1,0,0,0,0,1
598,1,6000.0,1,0,0,866.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
599,1,6000.0,1,0,0,758.0,20.0,279.0,0,0,1,0,1,0,0,0,0,1
600,1,6000.0,1,0,0,545.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
603,1,6000.0,1,0,0,770.0,20.0,299.0,0,0,1,0,1,0,0,0,0,1
604,1,6000.0,1,0,0,992.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
605,1,6000.0,1,0,0,933.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
606,1,6000.0,1,0,0,836.0,20.0,293.0,0,0,1,0,1,0,0,0,0,1
607,1,6000.0,1,0,0,996.0,20.0,286.0,0,0,1,0,1,0,0,0,0,1
609,1,6000.0,1,0,0,991.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
610,1,6000.0,1,0,0,774.0,20.0,299.0,0,0,1,0,1,0,0,0,0,1
611,1,6000.0,1,0,0,933.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
613,1,6000.0,1,0,0,921.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
614,1,1000.0,1,0,0,894.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
615,1,6000.0,1,0,0,942.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
616,1,6000.0,1,0,0,733.0,20.0,290.0,0,0,1,0,1,0,0,0,0,1
617,1,6000.0,1,0,0,841.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
618,1,1000.0,1,0,0,957.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
619,1,6000.0,1,0,0,857.0,20.0,287.0,0,0,1,0,1,0,0,0,0,1
621,1,2000.0,1,0,0,1012.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
622,1,6000.0,1,0,0,770.0,20.0,299.0,0,0,1,0,1,0,0,0,0,1
623,1,6000.0,1,0,0,841.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
625,1,6000.0,1,0,0,856.0,20.0,289.0,0,0,1,0,1,0,0,0,0,1
626,1,6000.0,1,0,0,774.0,20.0,268.0,0,0,1,0,1,0,0,0,0,1
629,1,1000.0,1,0,0,891.0,20.0,302.0,0,0,1,0,1,0,0,0,0,1
630,1,6000.0,1,0,0,777.0,20.0,277.0,0,0,1,0,1,0,0,0,0,1
631,1,6000.0,1,0,0,857.0,20.0,287.0,0,0,1,0,1,0,0,0,0,1
634,1,6000.0,1,0,0,1001.0,20.0,286.0,0,0,1,0,1,0,0,0,0,1
635,1,6000.0,1,0,0,992.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
636,1,6000.0,1,0,0,841.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
637,1,6000.0,1,0,0,884.0,18.0,289.0,0,0,1,0,1,0,0,0,0,1
638,1,6000.0,1,0,0,857.0,20.0,287.0,0,0,1,0,1,0,0,0,0,1
639,1,1000.0,1,0,0,1012.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
642,1,6000.0,1,0,0,857.0,20.0,287.0,0,0,1,0,1,0,0,0,0,1
643,1,6000.0,1,0,0,959.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
644,1,6000.0,1,0,0,931.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
645,1,6000.0,1,0,0,931.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
647,1,6000.0,1,0,0,855.0,20.0,282.0,0,0,1,0,1,0,0,0,0,1
650,1,6000.0,1,0,0,997.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
651,1,6000.0,1,0,0,848.0,20.0,265.0,0,0,1,0,1,0,0,0,0,1
652,1,6000.0,1,0,0,855.0,20.0,282.0,0,0,1,0,1,0,0,0,0,1
653,1,6000.0,1,0,0,960.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
654,1,1000.0,1,0,0,948.0,20.0,249.0,0,0,1,0,1,0,0,0,0,1
655,1,1000.0,1,0,0,948.0,20.0,246.0,0,0,1,0,1,0,0,0,0,1
656,1,6000.0,1,0,0,1017.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
657,1,6000.0,1,0,0,856.0,18.0,289.0,0,0,1,0,1,0,0,0,0,1
658,1,6000.0,1,0,0,939.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
659,1,6000.0,1,0,0,866.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
660,1,6000.0,1,0,0,865.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
661,1,6000.0,1,0,0,865.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
664,1,6000.0,1,0,0,841.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
665,1,6000.0,1,0,0,829.0,20.0,277.0,0,0,1,0,1,0,0,0,0,1
666,1,6000.0,1,0,0,928.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
667,1,6000.0,1,0,0,873.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
668,1,6000.0,1,0,0,990.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
669,1,1000.0,1,0,0,881.0,20.0,294.0,0,0,1,0,1,0,0,0,0,1
670,1,6000.0,1,0,0,857.0,20.0,287.0,0,0,1,0,1,0,0,0,0,1
671,1,6000.0,1,0,0,928.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
672,1,6000.0,1,0,0,1013.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
674,1,6000.0,1,0,0,846.0,20.0,293.0,0,0,1,0,1,0,0,0,0,1
675,1,6000.0,1,0,0,853.0,20.0,265.0,0,0,1,0,1,0,0,0,0,1
676,1,6000.0,1,0,0,832.0,20.0,279.0,0,0,1,0,1,0,0,0,0,1
677,1,1000.0,1,0,0,932.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
678,1,6000.0,1,0,0,975.0,20.0,295.0,0,0,1,0,1,0,0,0,0,1
679,1,6000.0,1,0,0,975.0,20.0,295.0,0,0,1,0,1,0,0,0,0,1
681,1,2000.0,1,0,0,989.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
683,1,6000.0,1,0,0,770.0,20.0,299.0,0,0,1,0,1,0,0,0,0,1
684,1,6000.0,1,0,0,770.0,20.0,299.0,0,0,1,0,1,0,0,0,0,1
685,1,6000.0,1,0,0,873.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
686,1,6000.0,1,0,0,733.0,20.0,290.0,0,0,1,0,1,0,0,0,0,1
688,1,1000.0,1,0,0,973.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
689,1,1000.0,1,0,0,989.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
690,1,6000.0,1,0,0,866.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
693,1,6000.0,1,0,0,888.0,20.0,267.0,0,0,1,0,1,0,0,0,0,1
694,1,1000.0,1,0,0,894.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
696,1,6000.0,1,0,0,919.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
697,1,6000.0,1,0,0,900.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
698,1,6000.0,1,0,0,985.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
701,1,6000.0,1,0,0,959.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
702,1,6000.0,1,0,0,832.0,20.0,313.0,0,0,1,0,1,0,0,0,0,1
704,1,1000.0,1,0,0,899.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
705,1,6000.0,1,0,0,856.0,20.0,289.0,0,0,1,0,1,0,0,0,0,1
707,1,6000.0,1,0,0,875.0,20.0,289.0,0,0,1,0,1,0,0,0,0,1
708,1,6000.0,1,0,0,914.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
712,1,6000.0,1,0,0,770.0,20.0,299.0,0,0,1,0,1,0,0,0,0,1
713,1,6000.0,1,0,0,928.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
714,1,6000.0,1,0,0,967.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
718,1,6000.0,1,0,0,1020.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
719,1,6000.0,1,0,0,862.0,20.0,291.0,0,0,1,0,1,0,0,0,0,1
720,1,6000.0,1,0,0,856.0,20.0,289.0,0,0,1,0,1,0,0,0,0,1
722,1,6000.0,1,0,0,774.0,20.0,299.0,0,0,1,0,1,0,0,0,0,1
723,1,6000.0,1,0,0,838.0,20.0,265.0,0,0,1,0,1,0,0,0,0,1
724,1,1000.0,1,0,0,881.0,20.0,294.0,0,0,1,0,1,0,0,0,0,1
726,1,6000.0,1,0,0,910.0,20.0,283.0,0,0,1,0,1,0,0,0,0,1
727,1,6000.0,1,0,0,928.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
729,1,6000.0,1,0,0,857.0,20.0,287.0,0,0,1,0,1,0,0,0,0,1
730,1,6000.0,1,0,0,1001.0,20.0,286.0,0,0,1,0,1,0,0,0,0,1
731,1,6000.0,1,0,0,855.0,20.0,282.0,0,0,1,0,1,0,0,0,0,1
732,1,6000.0,1,0,0,875.0,20.0,289.0,0,0,1,0,1,0,0,0,0,1
733,1,6000.0,1,0,0,893.0,20.0,293.0,0,0,1,0,1,0,0,0,0,1
734,1,1000.0,1,0,0,889.0,20.0,294.0,0,0,1,0,1,0,0,0,0,1
738,1,6000.0,1,0,0,832.0,20.0,279.0,0,0,1,0,1,0,0,0,0,1
739,1,6000.0,1,0,0,777.0,20.0,277.0,0,0,1,0,1,0,0,0,0,1
740,1,6000.0,1,0,0,983.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
742,1,1000.0,1,0,0,891.0,20.0,302.0,0,0,1,0,1,0,0,0,0,1
743,1,6000.0,1,0,0,1001.0,20.0,286.0,0,0,1,0,1,0,0,0,0,1
745,1,6000.0,1,0,0,855.0,20.0,282.0,0,0,1,0,1,0,0,0,0,1
746,1,6000.0,1,0,0,988.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
747,1,6000.0,1,0,0,855.0,20.0,282.0,0,0,1,0,1,0,0,0,0,1
749,1,6000.0,1,0,0,952.0,20.0,265.0,0,0,1,0,1,0,0,0,0,1
752,1,6000.0,1,0,0,829.0,20.0,277.0,0,0,1,0,1,0,0,0,0,1
754,1,1000.0,1,0,0,881.0,20.0,294.0,0,0,1,0,1,0,0,0,0,1
755,1,6000.0,1,0,0,774.0,20.0,299.0,0,0,1,0,1,0,0,0,0,1
756,1,6000.0,1,0,0,774.0,20.0,299.0,0,0,1,0,1,0,0,0,0,1
758,1,1000.0,1,0,0,968.0,20.0,294.0,0,0,1,0,1,0,0,0,0,1
759,1,1000.0,1,0,0,968.0,20.0,294.0,0,0,1,0,1,0,0,0,0,1
760,1,6000.0,1,0,0,958.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
761,1,6000.0,1,0,0,914.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
762,1,6000.0,1,0,0,907.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
763,1,6000.0,1,0,0,931.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
764,1,1000.0,1,0,0,947.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
765,1,6000.0,1,0,0,907.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
767,1,6000.0,1,0,0,939.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
768,1,6000.0,1,0,0,856.0,18.0,289.0,0,0,1,0,1,0,0,0,0,1
770,1,1000.0,1,0,0,971.0,20.0,304.0,0,0,1,0,1,0,0,0,0,1
772,1541,32860420124.0,3329547,8943067323,885145,6.0,8.0,8.0,0,0,1,0,1,0,1,0,0,0
773,1314,32258509750.0,3268534,7381562217,734187,17.0,9.0,6.0,0,0,1,0,1,1,0,0,0,0
774,1289,17460908740.0,1721100,3694134663,355275,15.0,9.0,4.0,0,0,1,0,1,1,0,0,0,0
775,1152,8852632146.0,901426,1865256490,183954,30.0,2.0,10.0,0,0,1,0,1,1,0,0,0,0
776,1157,7433002721.0,752559,1608997022,160400,36.0,1.0,4.0,0,0,1,0,1,0,1,0,0,0
777,1099,6760765879.0,664146,1745733606,168158,42.0,9.0,6.0,0,0,1,0,1,0,1,0,0,0
778,1154,6226581424.0,646596,1670411666,169414,89.0,9.0,16.0,0,0,1,0,1,1,0,0,0,0
779,1229,5727172661.0,608639,1223429718,127818,44.0,7.0,3.0,0,0,1,0,1,1,0,0,0,0
780,1285,5185380852.0,538862,1296649626,131311,48.0,7.0,4.0,0,0,1,0,1,1,0,0,0,0
781,1013,4753528700.0,489898,1220704123,123537,71.0,18.0,43.0,0,0,1,0,1,1,0,0,0,0
782,1115,4568256124.0,453599,1148194846,111397,65.0,1.0,7.0,0,0,1,0,1,0,1,0,0,0
783,665,4126165171.0,431892,577146904,58410,60.0,10.0,6.0,0,0,1,0,1,0,0,0,1,0
784,912,3793820810.0,399162,977792939,103811,63.0,14.0,7.0,0,0,1,0,1,1,0,0,0,0
785,946,3772328091.0,397223,820982315,86841,83.0,9.0,6.0,0,0,1,0,1,1,0,0,0,0
786,670,3134298537.0,348108,859267801,94827,102.0,9.0,25.0,0,0,1,0,1,1,0,0,0,0
787,829,2858799671.0,312723,565920021,63740,95.0,7.0,43.0,0,0,1,0,1,0,1,0,0,0
788,146,6018037000.0,248965,2147518500,88189,139.0,16.0,39.0,0,0,1,0,1,0,0,0,1,0
789,749,2235099557.0,231103,804583241,81253,104.0,9.0,8.0,0,0,1,0,1,1,0,0,0,0
790,751,2117151503.0,224718,602322075,62905,76.0,1.0,4.0,0,0,1,0,1,0,1,0,0,0
791,380,1947417500.0,216084,362730000,38144,78.0,10.0,8.0,0,0,1,0,1,0,0,0,1,0
792,649,1811943386.0,194271,546229576,56172,111.0,9.0,29.0,0,0,1,0,1,0,0,0,1,0
793,998,1638662742.0,171121,585827244,60428,112.0,7.0,7.0,0,0,1,0,1,0,1,0,0,0
794,284,1704980000.0,165822,311428000,31090,94.0,4.0,21.0,0,0,1,0,1,0,1,0,0,0
795,1189,1480322147.0,154866,369734135,38549,80.0,9.0,15.0,0,0,1,0,1,0,1,0,0,0
796,314,1630510400.0,154798,304124500,29118,100.0,12.0,40.0,0,0,1,0,1,0,1,0,0,0
797,514,1134743550.0,125730,175227161,18979,125.0,10.0,8.0,0,0,1,0,1,0,0,0,1,0
798,562,1063878168.0,111519,436719411,44373,131.0,9.0,71.0,0,0,1,1,0,0,1,0,0,0
799,474,1004792719.0,108487,158701544,16509,106.0,10.0,7.0,0,0,1,0,1,0,0,0,1,0
800,1285,846995285.0,97829,227702756,25139,47.0,11.0,7.0,0,0,1,0,1,1,0,0,0,0
801,120,2031919000.0,92369,1062559500,48306,139.0,16.0,34.0,0,0,1,0,1,0,0,0,1,0
